UTC:,2022-07-12 00:55:05.858986
1657587306.341256,A
1657587306.3422532,21781,1364,1348,1369,21914,22037,22036,22041,22041,22040,22034,22110,22035,22034,22029,21961,
1657587306.3422532,A
1657587306.3432508,21781,1363,1347,1368,21910,22039,22039,22033,22038,22035,22031,22034,22034,22042,22166,21968,
1657587306.3432508,A
1657587306.3452458,21778,1364,1346,1369,21908,22041,22038,22039,22040,22039,22038,22039,22042,22039,22035,21965,
1657587306.3452458,A
1657587306.3462427,21776,1364,1347,1368,21913,22047,22045,22042,22039,22040,22207,22039,22042,22043,22038,21960,
1657587306.3462427,A
1657587306.34724,21783,1364,1348,1367,21911,22041,22041,22042,22041,22031,22042,22035,22034,22844,22033,21961,
1657587306.34724,A
1657587306.348237,21779,1362,1347,1368,21907,22039,22037,22036,22037,22032,22035,22034,22036,22032,22032,21959,
1657587306.348237,A
1657587306.3492343,22554,1363,1348,1368,21908,22039,22037,22035,22035,22116,22033,22036,22035,22033,22036,21966,
1657587306.3492343,A
1657587306.350232,21781,1362,1348,1368,21907,22037,22044,22034,22043,22033,22033,22033,22434,22042,22027,21968,
1657587306.350232,A
1657587306.3512292,21781,1363,1348,1368,21908,22042,22037,22036,22036,22033,22033,22042,22042,22042,22039,22040,
1657587306.3512292,A
1657587306.352257,21779,1362,1348,1368,21912,22044,22042,22041,22045,22037,22039,22041,22035,22037,22036,21968,
1657587306.352257,A
1657587306.353254,21775,1364,1345,1368,21912,22045,22045,22041,22042,22041,22040,22455,22043,22043,22037,21961,
1657587306.3542526,A
1657587306.355249,21781,1364,1347,1369,21914,22042,22041,22036,22040,22032,22036,22040,22036,22035,22702,21963,
1657587306.355249,A
1657587306.3562458,21774,1363,1346,1369,21912,22043,22039,22036,22038,22039,22040,22035,22033,22033,22028,21961,
1657587306.3562458,A
1657587306.357249,21781,1364,1348,1369,21914,22041,22042,22039,22042,22040,22035,22040,22042,22039,22037,21967,
1657587306.357249,A
1657587306.358241,21776,1364,1347,1367,21909,22036,22035,22035,22039,22034,22035,22034,22035,22256,22032,21958,
1657587306.358241,A
1657587306.3592386,21775,1363,1348,1367,21908,22041,22037,22035,22038,22031,22034,22035,22037,22035,22032,21961,
1657587306.3592386,A
1657587306.3602355,21784,1364,1348,1369,21916,22042,22041,22037,22041,22035,22040,22039,22039,22038,22036,21966,
1657587306.3602355,A
1657587306.3612316,21775,1364,1347,1368,21913,22045,22042,22042,22033,22032,22032,22042,22203,22044,22032,21960,
1657587306.3612316,A
1657587306.3622282,21775,1364,1348,1367,21908,22042,22040,22040,22038,22036,22038,22037,22038,22035,22034,22562,
1657587306.3632262,A
1657587306.3642237,21781,1364,1347,1368,21915,22037,22042,22039,22036,22042,22032,22043,22042,22038,22036,21969,
1657587306.3642237,A
1657587306.3652241,21775,1364,1346,1368,21914,22047,22037,22034,22044,22035,22042,22039,22043,22035,22035,21961,
1657587306.3652241,A
1657587306.366218,21781,1364,1348,1368,21905,22043,22045,22040,22040,22038,22039,22039,22041,22035,22140,21967,
1657587306.366218,A
1657587306.3672173,21771,1362,1347,1368,21914,22048,22043,22044,22043,22039,22039,22041,22041,22042,22039,21966,
1657587306.3672173,A
1657587306.3682141,21781,1364,1347,1369,21910,22042,22039,22042,22042,22032,22042,22035,22032,22033,22029,21960,
1657587306.3682141,A
1657587306.3692107,21771,1362,1349,1368,21911,22039,22035,22042,22041,22039,22041,22042,22042,22023,22037,21967,
1657587306.3692107,A
1657587306.3702097,21778,1363,1347,1369,21910,22048,22045,22039,22042,22032,22042,22043,22042,22042,22035,21965,
1657587306.3702097,A
1657587306.3712046,22455,1363,1347,1367,21914,22039,22037,22035,22035,22038,22034,22032,22034,22033,22029,21968,
1657587306.3712046,A
1657587306.3722014,21781,1363,1347,1369,21915,22040,22039,22039,22037,22036,22038,22041,22038,22039,22034,21960,
1657587306.3732135,A
1657587306.3741987,21781,1364,1347,1368,22595,22042,22037,22035,22035,22034,22034,22038,22035,22037,22030,22624,
1657587306.3741987,A
1657587306.375195,21783,1363,1348,1370,21913,22039,22039,22041,22035,22043,22043,22035,22043,22045,22032,21961,
1657587306.375195,A
1657587306.3761911,21775,1364,1347,1368,21908,22039,22038,22039,22034,22035,22037,22034,22035,22038,22033,21962,
1657587306.3761911,A
1657587306.3771894,21780,1364,1348,1367,21910,22045,22042,22042,22034,22032,22035,22036,22035,22034,22040,21958,
1657587306.3771894,A
1657587306.3781583,21780,1363,1348,1369,21906,22046,22187,22035,22035,22040,22042,22036,22035,22035,22030,21968,
1657587306.3781583,A
1657587306.3791854,21780,1363,1347,1370,21913,22044,22033,22045,22042,22039,22037,22035,22035,22032,22037,21958,
1657587306.3791854,A
1657587306.3801517,21781,1364,1348,1368,21904,22047,22044,22033,22035,22031,22043,22033,22032,22041,22035,21958,
1657587306.3811507,A
1657587306.3821769,21778,1364,1348,1368,21916,22830,22045,22041,22044,22033,22033,22032,22032,22039,22035,21966,
1657587306.3821769,A
1657587306.3831441,22047,1364,1348,1368,21914,22045,22042,22044,22040,22041,22041,22045,22045,22041,22035,21966,
1657587306.3831441,A
1657587306.3841715,21775,1363,1348,1366,21909,22042,22039,22037,22039,22039,22039,22041,22042,22040,22036,21968,
1657587306.3841715,A
1657587306.3851395,21775,1364,1348,1368,21959,22039,22036,22034,22040,22041,22039,22040,22043,22032,22038,21968,
1657587306.3851395,A
1657587306.386136,21781,1364,1347,1369,21904,22039,22040,22209,22037,22034,22036,22042,22042,22032,22029,21964,
1657587306.386136,A
1657587306.3871627,21776,1363,1346,1368,21907,22039,22041,22035,22035,22041,22042,22034,22035,22033,22030,21961,
1657587306.3871627,A
1657587306.388131,21781,1364,1348,1368,21915,22048,22044,22036,22044,22041,22039,22044,22035,22035,22030,21968,
1657587306.388131,A
1657587306.3901322,21777,1363,1345,1368,21913,22044,22807,22043,22043,22040,22033,22032,22042,22042,22037,21968,
1657587306.3901322,A
1657587306.391155,21780,1364,1347,1368,21907,22038,22035,22036,22033,22035,22035,22038,22039,22040,22032,21963,
1657587306.391155,A
1657587306.3921502,21784,1364,1347,1368,21907,22048,22040,22035,22035,22032,22035,22034,22032,22035,22039,21968,
1657587306.3921502,A
1657587306.393148,21778,1363,1347,1367,21916,22157,22043,22043,22042,22036,22035,22039,22037,22042,22028,21968,
1657587306.393148,A
1657587306.3941455,21780,1364,1348,1368,21906,22038,22040,22038,22165,22035,22035,22039,22037,22032,22029,21961,
1657587306.3941455,A
1657587306.3951492,21781,1364,1346,1368,21907,22047,22043,22042,22042,22041,22039,22033,22042,22033,22035,21964,
1657587306.3951492,A
1657587306.396139,21779,1363,1348,1369,22330,22045,22042,22037,22041,22041,22037,22040,22038,22038,22036,21960,
1657587306.396139,A
1657587306.397138,21776,1362,1347,1368,21910,22038,22038,22847,22040,22035,22042,22041,22034,22033,22032,21961,
1657587306.397138,A
1657587306.3981338,21781,1362,1346,1367,21910,22042,22040,22038,22037,22037,22707,22040,22038,22037,22034,21963,
1657587306.3981338,A
1657587306.3991337,21776,1362,1348,1368,21910,22045,22041,22041,22043,22035,22035,22038,22040,22038,22035,21963,
1657587306.3991337,A
1657587306.4001274,21776,1362,1348,1368,21913,22042,22417,22041,22035,22042,22032,22032,22042,22041,22032,21962,
1657587306.4001274,A
1657587306.4011266,21775,1363,1347,1369,21908,22043,22040,22039,22038,22135,22035,22035,22035,22034,22030,21968,
1657587306.4011266,A
1657587306.4021254,21778,1363,1347,1367,21909,22035,22039,22036,22036,22033,22033,22034,22032,22032,22029,21958,
1657587306.40312,A
1657587306.4041193,21779,1363,1348,1367,21907,22205,22047,22040,22039,22036,22042,22045,22042,22041,22039,21967,
1657587306.4041193,A
1657587306.405117,21780,1364,1347,1368,21914,22041,22042,22044,22831,22035,22042,22035,22035,22038,22032,21967,
1657587306.405117,A
1657587306.4061108,21778,1364,1346,1367,21907,22045,22042,22042,22040,22042,22042,22852,22035,22033,22030,21961,
1657587306.4061108,A
1657587306.4070814,21781,1364,1347,1368,21907,22043,22041,22042,22042,22039,22031,22043,22041,22042,22028,21969,
1657587306.4070814,A
1657587306.4081063,21776,1364,1348,1368,21910,22042,22039,22265,22041,22039,22039,22042,22039,22040,22038,21966,
1657587306.4081063,A
1657587306.4091036,21776,1362,1348,1369,21913,22048,22035,22043,22036,22040,22033,22043,22044,22033,22038,21970,
1657587306.4091036,A
1657587306.4101036,21778,1362,1348,1367,21903,22043,22045,22034,22033,22039,22039,22041,22041,22035,22034,21966,
1657587306.4101036,A
1657587306.4110997,21778,1364,1347,1368,21914,22040,22206,22038,22038,22035,22036,22039,22043,22042,22036,21967,
1657587306.4110997,A
1657587306.4120674,21775,1364,1347,1368,21907,22039,22041,22037,22036,22724,22039,22034,22041,22044,22036,21966,
1657587306.4120674,A
1657587306.4140902,21778,1363,1348,1368,21906,22044,22045,22035,22043,22032,22039,22038,22734,22041,22038,21969,
1657587306.4140902,A
1657587306.4150953,21779,1362,1347,1368,21907,22038,22044,22043,22044,22041,22042,22034,22035,22044,22029,21960,
1657587306.4150953,A
1657587306.4160843,21778,1363,1347,1368,21910,22043,22043,22039,22225,22035,22035,22036,22037,22039,22037,21968,
1657587306.4160843,A
1657587306.417081,21775,1362,1348,1368,21915,22044,22043,22038,22041,22037,22038,22177,22045,22040,22038,21962,
1657587306.417081,A
1657587306.4180808,21779,1365,1348,1370,21907,22037,22035,22042,22035,22041,22040,22040,22039,22042,22061,21966,
1657587306.4180808,A
1657587306.4190762,21775,1362,1347,1368,21911,22044,22045,22026,22042,22039,22044,22042,22041,22041,22034,21966,
1657587306.4190762,A
1657587306.420075,21775,1364,1348,1370,21910,22042,22042,22042,22041,22037,22779,22039,22037,22034,22032,21961,
1657587306.420075,A
1657587306.4210746,21775,1364,1348,1368,21909,22044,22041,22036,22036,22035,22040,22041,22042,22731,22042,21958,
1657587306.4210746,A
1657587306.422068,21780,1364,1348,1367,21915,22045,22042,22043,22040,22044,22042,22042,22035,22043,22031,21968,
1657587306.422068,A
1657587306.423068,21778,1364,1348,1367,21909,22035,22034,22035,22044,22296,22041,22042,22041,22037,22031,21961,
1657587306.4240353,A
1657587306.4250603,21775,1364,1348,1368,21910,22045,22041,22041,22040,22038,22036,22042,22095,22042,22039,21966,
1657587306.4250603,A
1657587306.426058,21779,1363,1348,1370,21913,22039,22039,22040,22039,22037,22036,22037,22040,22039,22035,22135,
1657587306.426058,A
1657587306.4270556,21775,1362,1348,1369,21907,22048,22045,22037,22038,22035,22037,22040,22040,22039,22035,21966,
1657587306.4270556,A
1657587306.4280531,21778,1364,1348,1369,21913,22045,22042,22041,22041,22039,22038,22528,22043,22039,22035,21966,
1657587306.4280531,A
1657587306.429053,21776,1363,1348,1368,21910,22044,22041,22035,22040,22035,22039,22039,22039,22039,22749,21966,
1657587306.429053,A
1657587306.430047,21778,1364,1349,1368,21911,22042,22036,22044,22035,22034,22035,22034,22037,22036,22029,21963,
1657587306.430047,A
1657587306.431047,21775,1362,1347,1369,21908,22042,22038,22037,22039,22038,22249,22038,22033,22033,22039,21961,
1657587306.431047,A
1657587306.4320421,21779,1364,1348,1368,21916,22042,22039,22042,22036,22044,22044,22044,22045,22103,22039,21966,
1657587306.4320421,A
1657587306.4340389,21779,1364,1347,1368,21916,22043,22039,22035,22035,22033,22041,22041,22041,22037,22036,21967,
1657587306.4340389,A
1657587306.4350333,21968,1364,1347,1367,21910,22037,22035,22041,22044,22042,22039,22035,22035,22033,22032,21961,
1657587306.4350333,A
1657587306.4360313,21784,1363,1347,1368,21906,22040,22041,22040,22038,22039,22035,22039,22227,22035,22032,21960,
1657587306.4360313,A
1657587306.4370315,21780,1364,1349,1367,21908,22041,22037,22035,22042,22040,22033,22040,22035,22032,22039,22750,
1657587306.4370315,A
1657587306.4380257,21784,1364,1347,1367,21906,22040,22041,22040,22040,22035,22035,22037,22035,22044,22028,21963,
1657587306.4380257,A
1657587306.4390228,21776,1363,1348,1368,21915,22037,22037,22036,22036,22034,22038,22342,22038,22037,22032,21965,
1657587306.4390228,A
1657587306.4409902,21775,1364,1347,1368,21907,22047,22036,22035,22039,22038,22035,22037,22035,22040,22113,21961,
1657587306.4409902,A
1657587306.4420173,21783,1362,1347,1369,21916,22039,22035,22037,22038,22035,22037,22035,22032,22033,22030,21968,
1657587306.4420173,A
1657587306.4430137,21776,1362,1348,1368,21908,22040,22041,22035,22039,22038,22043,22035,22040,22034,22029,21960,
1657587306.4430137,A
1657587306.4440103,21783,1363,1347,1368,21907,22043,22039,22040,22038,22036,22039,22037,22039,22460,22035,21964,
1657587306.4440103,A
1657587306.4459925,21773,1363,1348,1367,21910,22039,22040,22039,22033,22033,22036,22035,22035,22036,22029,21962,
1657587306.4459925,A
1657587306.446973,22434,1363,1348,1369,21907,22041,22042,22037,22035,22039,22033,22033,22043,22043,22039,21960,
1657587306.446973,A
1657587306.4479988,21782,1362,1347,1367,21912,22046,22035,22040,22044,22034,22038,22035,22032,22042,22027,21967,
1657587306.4479988,A
1657587306.448996,21780,1364,1348,1368,22689,22044,22038,22040,22035,22033,22035,22033,22035,22039,22031,22058,
1657587306.448996,A
1657587306.4499993,21781,1364,1348,1367,21913,22049,22039,22039,22039,22035,22038,22039,22035,22033,22038,21968,
1657587306.4499993,A
1657587306.4509912,21781,1364,1347,1368,21908,22037,22046,22036,22033,22035,22036,22041,22035,22035,22030,21961,
1657587306.4509912,A
1657587306.4519885,21774,1365,1346,1367,21913,22038,22037,22039,22037,22034,22041,22037,22037,22037,22203,21964,
1657587306.4519885,A
1657587306.4529886,21774,1364,1347,1367,21910,22043,22039,22036,22040,22034,22036,22037,22038,22037,22033,21963,
1657587306.4529886,A
1657587306.453983,21774,1364,1349,1368,21910,22042,22039,22038,22039,22039,22038,22038,22038,22043,22033,21960,
1657587306.453983,A
1657587306.455978,21773,1364,1347,1368,21910,22041,22039,22039,22039,22035,22036,22034,22035,22029,22032,21961,
1657587306.455978,A
1657587306.456947,21778,1364,1346,1370,21910,22729,22042,22037,22037,22035,22037,22037,22038,22042,22035,21963,
1657587306.456947,A
1657587306.4579723,21846,1364,1347,1368,21916,22041,22035,22035,22035,22040,22040,22042,22034,22033,22039,21967,
1657587306.4579723,A
1657587306.4589703,21779,1362,1347,1369,21907,22039,22042,22042,22040,22039,22036,22039,22045,22041,22034,21969,
1657587306.4589703,A
1657587306.459967,21780,1364,1347,1369,21905,22041,22036,22034,22034,22041,22033,22043,22042,22032,22038,22127,
1657587306.459967,A
1657587306.4609356,21780,1364,1347,1368,21913,22042,22042,22041,22042,22039,22041,22042,22042,22043,22029,21963,
1657587306.4609356,A
1657587306.461933,21774,1364,1346,1368,21907,22042,22036,22038,22035,22041,22042,22043,22042,22033,22040,21968,
1657587306.461933,A
1657587306.4629302,21775,1364,1348,1367,21906,22038,22039,22035,22034,22042,22032,22035,22035,22042,22029,21962,
1657587306.4629302,A
1657587306.4639275,21783,1363,1347,1368,21907,22048,22735,22035,22037,22032,22032,22035,22035,22032,22039,21961,
1657587306.4649248,A
1657587306.4659224,21780,1364,1346,1368,21913,22047,22045,22041,22045,22032,22036,22041,22043,22041,22037,21968,
1657587306.4659224,A
1657587306.4669194,21775,1362,1347,1368,21905,22039,22046,22035,22036,22034,22041,22034,22044,22035,22039,21968,
1657587306.4669194,A
1657587306.4679167,21783,1362,1348,1369,21913,22197,22045,22037,22044,22041,22039,22039,22044,22032,22039,21960,
1657587306.4679167,A
1657587306.4689143,21766,1364,1348,1369,21914,22035,22035,22044,22064,22038,22035,22032,22043,22036,22033,21961,
1657587306.4689143,A
1657587306.4699116,21772,1364,1347,1368,21908,22041,22038,22035,22035,22035,22043,22043,22042,22040,22033,21963,
1657587306.4699116,A
1657587306.4709089,21773,1364,1348,1368,22569,22043,22042,22043,22035,22039,22041,22040,22042,22038,22035,21968,
1657587306.4709089,A
1657587306.4719062,21778,1363,1346,1368,21914,22042,22035,22703,22038,22034,22036,22039,22041,22038,22038,21963,
1657587306.4719062,A
1657587306.4729035,21778,1362,1348,1369,21907,22038,22040,22035,22038,22034,22031,22042,22035,22039,22038,21968,
1657587306.4729035,A
1657587306.4739041,21779,1364,1348,1368,21907,22039,22036,22037,22036,22032,22035,22035,22042,22034,22036,21968,
1657587306.4739041,A
1657587306.474928,21776,1364,1348,1367,21914,22043,22076,22044,22042,22040,22042,22042,22044,22035,22039,21969,
1657587306.474928,A
1657587306.4759247,21782,1362,1348,1367,21910,22045,22044,22044,22035,22249,22034,22032,22034,22032,22038,21962,
1657587306.4759247,A
1657587306.4769273,21781,1364,1348,1369,21913,22045,22044,22045,22045,22040,22041,22041,22034,22035,22039,21965,
1657587306.4769273,A
1657587306.47792,21778,1364,1346,1369,21905,22531,22035,22044,22042,22042,22037,22041,22040,22040,22036,21958,
1657587306.47792,A
1657587306.4789183,21776,1364,1347,1370,21912,22044,22037,22038,22588,22040,22039,22037,22040,22034,22032,21963,
1657587306.4789183,A
1657587306.4799182,21778,1364,1347,1369,21916,22037,22044,22041,22042,22033,22041,22041,22042,22042,22036,21968,
1657587306.4799182,A
1657587306.4809108,21778,1363,1347,1368,22030,22047,22042,22041,22042,22037,22038,22040,22032,22042,22037,21968,
1657587306.4809108,A
1657587306.4819112,21775,1364,1348,1370,21914,22045,22043,22159,22042,22037,22036,22039,22038,22040,22038,21967,
1657587306.4819112,A
1657587306.4829054,21776,1363,1346,1367,21914,22047,22043,22042,22034,22039,22189,22039,22037,22038,22032,21963,
1657587306.4829054,A
1657587306.4839027,21772,1363,1347,1367,21913,22046,22045,22039,22042,22037,22039,22040,22035,22042,22029,21968,
1657587306.4839027,A
1657587306.484903,21778,1364,1348,1369,21910,22038,22233,22042,22036,22037,22041,22042,22043,22042,22037,21969,
1657587306.484903,A
1657587306.485897,21778,1364,1348,1370,21908,22041,22036,22039,22043,22827,22041,22042,22042,22036,22033,21965,
1657587306.485897,A
1657587306.4868968,21778,1363,1348,1369,21916,22047,22045,22044,22041,22038,22043,22045,22734,22042,22030,21968,
1657587306.4868968,A
1657587306.4878917,21772,1362,1347,1367,21907,22177,22036,22035,22035,22032,22033,22034,22035,22033,22031,21962,
1657587306.4878917,A
1657587306.488889,21778,1364,1347,1368,21913,22044,22042,22041,22123,22039,22042,22043,22035,22040,22039,21969,
1657587306.488889,A
1657587306.489887,21781,1364,1348,1367,21906,22038,22036,22037,22036,22032,22041,22203,22033,22032,22032,21961,
1657587306.489887,A
1657587306.4908864,21775,1362,1348,1368,21911,22042,22040,22036,22043,22042,22040,22035,22035,22035,22030,21968,
1657587306.4908864,A
1657587306.4918811,21781,1363,1348,1367,21915,22040,22045,22457,22039,22039,22041,22041,22037,22034,22039,21968,
1657587306.4918811,A
1657587306.492882,21776,1362,1348,1368,21915,22046,22043,22042,22042,22042,22702,22043,22042,22040,22039,21961,
1657587306.492882,A
1657587306.4948452,21784,1364,1346,1368,21914,22046,22044,22044,22045,22040,22033,22035,22035,22807,22038,21961,
1657587306.4948452,A
1657587306.4958744,21778,1364,1346,1368,21913,22043,22035,22035,22035,22031,22032,22042,22033,22040,22040,21959,
1657587306.4958744,A
1657587306.4968686,21781,1365,1348,1368,21907,22048,22037,22034,22044,22138,22043,22042,22044,22042,22033,21961,
1657587306.4968686,A
1657587306.497867,21772,1364,1347,1367,21906,22038,22044,22045,22037,22033,22041,22034,22034,22041,22036,21968,
1657587306.497867,A
1657587306.4988637,21778,1363,1348,1366,21910,22048,22042,22042,22043,22041,22041,22043,22034,22033,22036,21965,
1657587306.4988637,A
1657587306.4998596,21780,1364,1347,1368,21907,22046,22037,22033,22206,22036,22036,22036,22035,22042,22038,21960,
1657587306.4998596,A
1657587306.5008607,21775,1364,1347,1368,21907,22036,22035,22041,22042,22040,22036,22544,22042,22041,22038,21965,
1657587306.5008607,A
1657587306.5018544,21779,1364,1348,1368,21910,22038,22042,22042,22043,22038,22039,22042,22041,22039,22723,21968,
1657587306.5018544,A
1657587306.5028522,21778,1363,1348,1368,21915,22045,22035,22039,22043,22033,22042,22043,22042,22041,22036,21965,
1657587306.5028522,A
1657587306.5038493,21778,1362,1348,1367,21916,22038,22044,22035,22039,22033,22140,22035,22034,22036,22031,21968,
1657587306.5038493,A
1657587306.5048468,21780,1364,1348,1367,21913,22048,22042,22036,22038,22040,22041,22039,22039,22037,22029,21966,
1657587306.5048468,A
1657587306.5058463,21778,1363,1346,1369,21914,22047,22040,22043,22043,22037,22041,22042,22042,22034,22041,21961,
1657587306.5058463,A
1657587306.5068417,21781,1365,1348,1370,21911,22040,22038,22034,22039,22209,22035,22038,22042,22040,22040,21959,
1657587306.5068417,A
1657587306.5078392,21773,1364,1347,1367,21916,22047,22044,22042,22045,22041,22042,22042,22806,22039,22035,21965,
1657587306.5078392,A
1657587306.5088377,21780,1364,1348,1368,21907,22039,22038,22037,22036,22034,22035,22035,22042,22035,22031,22655,
1657587306.5088377,A
1657587306.509834,21775,1362,1348,1367,21916,22045,22044,22035,22034,22031,22042,22042,22035,22034,22033,21961,
1657587306.509834,A
1657587306.5108335,21774,1363,1348,1367,21909,22040,22035,22035,22035,22042,22035,22225,22035,22033,22029,21961,
1657587306.5108335,A
1657587306.5118315,21781,1365,1347,1367,21916,22039,22037,22036,22039,22042,22039,22042,22035,22033,22163,21961,
1657587306.5118315,A
1657587306.5128255,21778,1363,1348,1367,21907,22038,22035,22042,22038,22035,22037,22038,22035,22033,22031,21960,
1657587306.5128255,A
1657587306.5138276,21776,1364,1348,1367,21916,22039,22046,22035,22037,22034,22035,22035,22035,22037,22031,21961,
1657587306.5138276,A
1657587306.51482,21772,1364,1348,1369,21910,22039,22040,22034,22042,22032,22039,22037,22040,22753,22035,21964,
1657587306.51482,A
1657587306.515819,21778,1362,1348,1368,21914,22046,22044,22043,22044,22042,22032,22036,22034,22035,22029,21963,
1657587306.515819,A
1657587306.5168183,22460,1364,1348,1367,21905,22039,22038,22042,22034,22041,22041,22033,22041,22043,22029,21969,
1657587306.5168183,A
1657587306.517812,21781,1362,1348,1368,21907,22043,22044,22042,22035,22037,22033,22042,22241,22042,22036,21964,
1657587306.517812,A
1657587306.5188122,21780,1363,1347,1368,21912,22044,22043,22042,22038,22038,22038,22039,22041,22040,22033,22054,
1657587306.5188122,A
1657587306.5198078,21773,1361,1348,1368,21913,22043,22042,22041,22042,22037,22040,22039,22042,22042,22036,21968,
1657587306.5198078,A
1657587306.5208042,21775,1365,1347,1369,21912,22044,22041,22039,22041,22037,22033,22043,22042,22038,22031,21963,
1657587306.5208042,A
1657587306.521802,21773,1364,1347,1368,21910,22044,22044,22035,22042,22037,22037,22041,22042,22039,22521,21966,
1657587306.521802,A
1657587306.522799,21778,1364,1347,1367,21913,22045,22042,22036,22037,22039,22040,22042,22041,22038,22035,21966,
1657587306.522799,A
1657587306.5238044,21776,1363,1348,1367,21914,22041,22042,22036,22041,22037,22037,22035,22035,22036,22035,21964,
1657587306.5238044,A
1657587306.5247965,21775,1363,1346,1369,21910,22042,22043,22040,22039,22038,22039,22042,22041,22167,22039,21966,
1657587306.5247965,A
1657587306.5257907,21779,1363,1346,1368,21910,22039,22039,22040,22041,22039,22033,22042,22044,22040,22037,21967,
1657587306.5257907,A
1657587306.5267913,21877,1363,1348,1369,21907,22045,22039,22038,22039,22034,22040,22042,22042,22042,22035,21963,
1657587306.5267913,A
1657587306.5277855,21775,1364,1347,1367,21917,22038,22043,22043,22033,22041,22041,22043,22036,22038,22039,21968,
1657587306.5277855,A
1657587306.5277855,21778,1363,1347,1367,22087,22045,22038,22040,22042,22036,22039,22040,22039,22035,22031,22149,
1657587306.5277855,A
1657587306.5287828,21779,1364,1348,1368,21907,22042,22039,22039,22039,22035,22039,22042,22036,22035,22030,21963,
1657587306.5287828,A
1657587306.529782,21783,1363,1347,1368,21910,22042,22036,22035,22036,22032,22038,22034,22035,22039,22033,21964,
1657587306.529782,A
1657587306.530777,21773,1364,1347,1369,21913,22045,22045,22040,22042,22041,22038,22036,22040,22035,22103,21962,
1657587306.530777,A
1657587306.5317748,21782,1364,1347,1369,21912,22043,22735,22045,22040,22039,22037,22041,22041,22032,22039,21968,
1657587306.5317748,A
1657587306.5327754,21780,1363,1347,1369,21905,22046,22035,22044,22036,22041,22035,22037,22035,22033,22031,21962,
1657587306.5327754,A
1657587306.533769,21781,1364,1348,1367,21906,22038,22036,22034,22043,22042,22033,22035,22035,22038,22029,21959,
1657587306.533769,A
1657587306.534767,21781,1362,1348,1367,21907,22220,22035,22033,22035,22033,22040,22040,22040,22039,22036,21960,
1657587306.534767,A
1657587306.5357645,22188,1364,1348,1368,21913,22041,22043,22034,22042,22042,22037,22033,22035,22032,22029,21961,
1657587306.5357645,A
1657587306.536761,21780,1364,1348,1368,21914,22046,22045,22034,22042,22041,22032,22041,22038,22039,22035,21961,
1657587306.536761,A
1657587306.5377605,21779,1363,1347,1367,22570,22039,22036,22044,22042,22031,22035,22033,22035,22040,22038,21955,
1657587306.5377605,A
1657587306.538756,21778,1363,1348,1368,21907,22039,22041,22872,22042,22032,22034,22034,22037,22032,22033,21961,
1657587306.538756,A
1657587306.5397675,21768,1362,1349,1368,21910,22040,22041,22036,22035,22031,22033,22043,22032,22034,22029,21960,
1657587306.5397675,A
1657587306.540745,21772,1364,1348,1368,21907,22038,22044,22043,22045,22032,22035,22034,22042,22042,22039,21960,
1657587306.540745,A
1657587306.5417192,21778,1362,1348,1367,21910,22041,22039,22035,22032,22033,22035,22035,22034,22033,22033,21963,
1657587306.5417192,A
1657587306.542717,21774,1364,1348,1368,21910,22040,22039,22036,22036,22032,22035,22036,22035,22035,22033,21962,
1657587306.542717,A
1657587306.5437143,21781,1364,1349,1368,21914,22038,22045,22035,22042,22039,22039,22037,22043,22033,22033,21969,
1657587306.5437143,A
1657587306.5447116,21778,1363,1348,1368,21907,22797,22037,22035,22035,22033,22041,22041,22044,22033,22030,21961,
1657587306.5447116,A
1657587306.545709,21781,1364,1348,1368,21905,22036,22042,22043,22732,22043,22033,22043,22042,22041,22038,21958,
1657587306.545709,A
1657587306.546706,21777,1364,1348,1369,21905,22046,22036,22033,22041,22032,22040,22033,22042,22041,22038,21969,
1657587306.546706,A
1657587306.5477033,21783,1364,1347,1369,21987,22041,22036,22043,22042,22041,22032,22035,22041,22043,22030,21965,
1657587306.5477033,A
1657587306.5487003,21776,1364,1348,1370,21913,22044,22042,22038,22038,22035,22040,22043,22032,22033,22036,21968,
1657587306.5487003,A
1657587306.5496979,21780,1363,1348,1368,21905,22039,22044,22035,22035,22042,22039,22042,22041,22043,22037,21968,
1657587306.5496979,A
1657587306.5506952,21780,1363,1347,1368,21913,22039,22043,22039,22039,22036,22035,22038,22039,22037,22037,21962,
1657587306.5506952,A
1657587306.5516925,21775,1362,1347,1367,21907,22037,22735,22041,22034,22042,22033,22035,22033,22034,22032,21961,
1657587306.5516925,A
1657587306.55269,21775,1364,1346,1368,21910,22039,22042,22038,22038,22729,22038,22040,22035,22035,22034,21960,
1657587306.55269,A
1657587306.5536873,21772,1364,1348,1368,21910,22039,22039,22036,22038,22037,22032,22037,22035,22042,22033,21968,
1657587306.5536873,A
1657587306.5546844,21780,1364,1348,1368,21914,22580,22048,22034,22041,22040,22040,22040,22035,22033,22029,21961,
1657587306.5546844,A
1657587306.5556817,21778,1364,1348,1369,21907,22041,22040,22035,22140,22034,22032,22034,22036,22037,22032,21965,
1657587306.5556817,A
1657587306.5566795,21773,1362,1348,1368,21909,22041,22039,22039,22038,22037,22040,22184,22042,22043,22034,21961,
1657587306.5566795,A
1657587306.5576768,21783,1363,1347,1368,21909,22046,22035,22035,22033,22032,22041,22038,22038,22035,22029,21961,
1657587306.5576768,A
1657587306.5586739,21778,1363,1348,1368,21912,22048,22043,22704,22042,22042,22035,22041,22038,22040,22036,21968,
1657587306.5586739,A
